_key_in,_key_out,_score,BUKRS,LIFNR,GJAHR,BELNR,BUZEI,XBLNR,BLART,DMBTR,BLDAT,BLDAT_clean,DMBTR_clean,XBLNR_clean,LIFNR_clean,_Similarity_XBLNR
1005,1004,0.90000004,C04  ,300533,2018,5100488693,1,9130078042      ,RE   ,1123.9,2018-10-03 00:00:00,2018-10-03 00:00:00,1123.9,9130078041      ,300533,0.90000004
1006,1004,0.90000004,C04  ,300533,2018,5100488694,1,9130078043      ,RE   ,1123.9,2018-10-03 00:00:00,2018-10-03 00:00:00,1123.9,9130078041      ,300533,0.90000004
1008,1004,0.90000004,C04  ,300533,2018,5100488696,1,9130078045      ,RE   ,1123.9,2018-10-03 00:00:00,2018-10-03 00:00:00,1123.9,9130078041      ,300533,0.90000004
1007,1007,1,C04  ,300533,2018,5100488695,1,9130078044      ,RE   ,2880.7,2018-10-03 00:00:00,2018-10-03 00:00:00,2880.7,9130078044      ,300533,1
1009,1009,1,C04  ,300533,2018,5100488697,1,9130078046      ,RE   ,597.59998,2018-10-03 00:00:00,2018-10-03 00:00:00,597.59998,9130078046      ,300533,1
1011,1009,0.90000004,C04  ,300533,2018,5100488700,1,9130078048      ,RE   ,597.59998,2018-10-03 00:00:00,2018-10-03 00:00:00,597.59998,9130078046      ,300533,0.90000004
1010,1009,0.90000004,C04  ,300533,2018,5100488698,1,9130078047      ,RE   ,597.59998,2018-10-03 00:00:00,2018-10-03 00:00:00,597.59998,9130078046      ,300533,0.90000004
1012,1012,1,C04  ,300533,2018,5100488701,1,9130078049      ,RE   ,4495.6001,2018-10-03 00:00:00,2018-10-03 00:00:00,4495.6001,9130078049      ,300533,1
1013,1013,1,C04  ,300533,2018,5100488702,1,9130078050      ,RE   ,2247.8,2018-10-03 00:00:00,2018-10-03 00:00:00,2247.8,9130078050      ,300533,1
1016,1013,0.90000004,C04  ,300533,2018,5100488708,1,9130078053      ,RE   ,2247.8,2018-10-03 00:00:00,2018-10-03 00:00:00,2247.8,9130078050      ,300533,0.90000004
1018,1013,0.90000004,C04  ,300533,2018,5100488733,1,9130078055      ,RE   ,2247.8,2018-10-03 00:00:00,2018-10-03 00:00:00,2247.8,9130078050      ,300533,0.90000004
1019,1013,0.90000004,C04  ,300533,2018,5100488712,1,9130078056      ,RE   ,2247.8,2018-10-03 00:00:00,2018-10-03 00:00:00,2247.8,9130078050      ,300533,0.90000004
1020,1013,0.90000004,C04  ,300533,2018,5100488713,1,9130078057      ,RE   ,2247.8,2018-10-03 00:00:00,2018-10-03 00:00:00,2247.8,9130078050      ,300533,0.90000004
1014,1014,1,C04  ,300533,2018,5100488703,1,9130078051      ,RE   ,2576.7,2018-10-03 00:00:00,2018-10-03 00:00:00,2576.7,9130078051      ,300533,1
1015,1015,1,C04  ,300533,2018,5100488707,1,9130078052      ,RE   ,6597.2002,2018-10-03 00:00:00,2018-10-03 00:00:00,6597.2002,9130078052      ,300533,1
1021,1021,1,C04  ,300533,2018,5100488715,1,9130078058      ,RE   ,1123.9,2018-10-03 00:00:00,2018-10-03 00:00:00,1123.9,9130078058      ,300533,1
1022,1021,0.90000004,C04  ,300533,2018,5100488716,1,9130078059      ,RE   ,1123.9,2018-10-03 00:00:00,2018-10-03 00:00:00,1123.9,9130078058      ,300533,0.90000004
1017,1021,0.90000004,C04  ,300533,2018,5100488710,1,9130078054      ,RE   ,1123.9,2018-10-03 00:00:00,2018-10-03 00:00:00,1123.9,9130078058      ,300533,0.90000004
1023,1023,1,C04  ,300533,2018,5100488717,1,9130078060      ,RE   ,1123.9,2018-10-03 00:00:00,2018-10-03 00:00:00,1123.9,9130078060      ,300533,1
1024,1023,0.90000004,C04  ,300533,2018,5100488718,1,9130078061      ,RE   ,1123.9,2018-10-03 00:00:00,2018-10-03 00:00:00,1123.9,9130078060      ,300533,0.90000004
1025,1025,1,C04  ,300533,2018,5100488719,1,9130078062      ,RE   ,94.050003,2018-10-03 00:00:00,2018-10-03 00:00:00,94.050003,9130078062      ,300533,1
1026,1026,1,C04  ,300533,2018,5100488721,1,9130078063      ,RE   ,2381.8,2018-10-03 00:00:00,2018-10-03 00:00:00,2381.8,9130078063      ,300533,1
1027,1027,1,C04  ,300533,2018,5100488722,1,9130078064      ,RE   ,1311.8,2018-10-03 00:00:00,2018-10-03 00:00:00,1311.8,9130078064      ,300533,1
1029,1027,0.90000004,C04  ,300533,2018,5100488730,1,9130078067      ,RE   ,1311.8,2018-10-03 00:00:00,2018-10-03 00:00:00,1311.8,9130078064      ,300533,0.90000004
1028,1028,1,C04  ,300533,2018,5100488723,1,9130078065      ,RE   ,1195.2,2018-10-03 00:00:00,2018-10-03 00:00:00,1195.2,9130078065      ,300533,1
1030,1030,1,C04  ,300533,2018,5100488731,1,9130078068      ,RE   ,3637.8,2018-10-03 00:00:00,2018-10-03 00:00:00,3637.8,9130078068      ,300533,1
1031,1031,1,C04  ,300533,2018,5100488732,1,9130078069      ,RE   ,4412.6499,2018-10-03 00:00:00,2018-10-03 00:00:00,4412.6499,9130078069      ,300533,1
1032,1032,1,C04  ,300533,2018,5100488733,1,9130078070      ,RE   ,4412.6499,2018-10-03 00:00:00,2018-10-03 00:00:00,4412.6499,9130078070      ,300533,1
1034,1032,0.90000004,C04  ,300533,2018,5100488735,1,9130078072      ,RE   ,4412.6499,2018-10-03 00:00:00,2018-10-03 00:00:00,4412.6499,9130078070      ,300533,0.90000004
1033,1032,0.90000004,C04  ,300533,2018,5100488734,1,9130078071      ,RE   ,4412.6499,2018-10-03 00:00:00,2018-10-03 00:00:00,4412.6499,9130078070      ,300533,0.90000004
1035,1032,0.90000004,C04  ,300533,2018,5100488736,1,9130078073      ,RE   ,4412.6499,2018-10-03 00:00:00,2018-10-03 00:00:00,4412.6499,9130078070      ,300533,0.90000004
1036,1032,0.90000004,C04  ,300533,2018,5100488737,1,9130078074      ,RE   ,4412.6499,2018-10-03 00:00:00,2018-10-03 00:00:00,4412.6499,9130078070      ,300533,0.90000004
1040,1032,0.90000004,C04  ,300533,2018,5100488741,1,9130078078      ,RE   ,4412.6499,2018-10-03 00:00:00,2018-10-03 00:00:00,4412.6499,9130078070      ,300533,0.90000004
1039,1032,0.90000004,C04  ,300533,2018,5100488740,1,9130078077      ,RE   ,4412.6499,2018-10-03 00:00:00,2018-10-03 00:00:00,4412.6499,9130078070      ,300533,0.90000004
1037,1037,1,C04  ,300533,2018,5100488738,1,9130078075      ,RE   ,2901.6001,2018-10-03 00:00:00,2018-10-03 00:00:00,2901.6001,9130078075      ,300533,1
1038,1037,0.90000004,C04  ,300533,2018,5100488739,1,9130078076      ,RE   ,2901.6001,2018-10-03 00:00:00,2018-10-03 00:00:00,2901.6001,9130078075      ,300533,0.90000004
1041,1041,1,C04  ,300533,2018,5100488742,1,9130078079      ,RE   ,7484.2998,2018-10-03 00:00:00,2018-10-03 00:00:00,7484.2998,9130078079      ,300533,1
1042,1042,1,C04  ,300533,2018,5100488743,1,9130078080      ,RE   ,4412.6499,2018-10-03 00:00:00,2018-10-03 00:00:00,4412.6499,9130078080      ,300533,1
1043,1043,1,C04  ,300533,2018,5100488744,1,9130078081      ,RE   ,3291.2,2018-10-03 00:00:00,2018-10-03 00:00:00,3291.2,9130078081      ,300533,1
1044,1044,1,C04  ,300533,2018,5100488745,1,9130078082      ,RE   ,5153.3999,2018-10-03 00:00:00,2018-10-03 00:00:00,5153.3999,9130078082      ,300533,1
1046,1046,1,C04  ,300533,2018,5100488747,1,9130078130      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078130      ,300533,1
1047,1046,0.90000004,C04  ,300533,2018,5100488748,1,9130078131      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078130      ,300533,0.90000004
1049,1046,0.90000004,C04  ,300533,2018,5100488750,1,9130078133      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078130      ,300533,0.90000004
1050,1046,0.90000004,C04  ,300533,2018,5100488751,1,9130078134      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078130      ,300533,0.90000004
1051,1046,0.90000004,C04  ,300533,2018,5100488753,1,9130078135      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078130      ,300533,0.90000004
1048,1048,1,C04  ,300533,2018,5100488749,1,9130078132      ,RE   ,9408.7998,2018-10-04 00:00:00,2018-10-04 00:00:00,9408.7998,9130078132      ,300533,1
1054,1048,0.90000004,C04  ,300533,2018,5100488756,1,9130078139      ,RE   ,9408.7998,2018-10-04 00:00:00,2018-10-04 00:00:00,9408.7998,9130078132      ,300533,0.90000004
1052,1052,1,C04  ,300533,2018,5100488754,1,9130078137      ,RE   ,2447.45,2018-10-04 00:00:00,2018-10-04 00:00:00,2447.45,9130078137      ,300533,1
1053,1052,0.90000004,C04  ,300533,2018,5100488755,1,9130078138      ,RE   ,2447.45,2018-10-04 00:00:00,2018-10-04 00:00:00,2447.45,9130078137      ,300533,0.90000004
1055,1055,1,C04  ,300533,2018,5100488757,1,9130078140      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078140      ,300533,1
1056,1056,1,C04  ,300533,2018,5100488758,1,9130078141      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078141      ,300533,1
1057,1057,1,C04  ,300533,2018,5100488759,1,9130078142      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078142      ,300533,1
1058,1058,1,C04  ,300533,2018,5100488760,1,9130078143      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078143      ,300533,1
1059,1059,1,C04  ,300533,2018,5100488761,1,9130078144      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078144      ,300533,1
1060,1060,1,C04  ,300533,2018,5100488766,1,9130078183      ,RE   ,13486.8,2018-10-04 00:00:00,2018-10-04 00:00:00,13486.8,9130078183      ,300533,1
1061,1061,1,C04  ,300533,2018,5100488767,1,9130078145      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078145      ,300533,1
1062,1062,1,C04  ,300533,2018,5100488768,1,9130078146      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078146      ,300533,1
1063,1063,1,C04  ,300533,2018,5100488769,1,9130078147      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078147      ,300533,1
1064,1064,1,C04  ,300533,2018,5100488770,1,9130078148      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078148      ,300533,1
1065,1065,1,C04  ,300533,2018,5100488771,1,9130078149      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078149      ,300533,1
1066,1066,1,C04  ,300533,2018,5100488772,1,9130078150      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078150      ,300533,1
1067,1066,0.90000004,C04  ,300533,2018,5100488773,1,9130078151      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078150      ,300533,0.90000004
1068,1066,0.90000004,C04  ,300533,2018,5100488774,1,9130078152      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078150      ,300533,0.90000004
1069,1066,0.90000004,C04  ,300533,2018,5100488775,1,9130078153      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078150      ,300533,0.90000004
1070,1066,0.90000004,C04  ,300533,2018,5100488776,1,9130078154      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078150      ,300533,0.90000004
1072,1066,0.90000004,C04  ,300533,2018,5100488778,1,9130078156      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078150      ,300533,0.90000004
1076,1066,0.90000004,C04  ,300533,2018,5100488782,1,9130078157      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078150      ,300533,0.90000004
1077,1066,0.90000004,C04  ,300533,2018,5100488784,1,9130078158      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078150      ,300533,0.90000004
1080,1066,0.90000004,C04  ,300533,2018,5100488789,1,9130078159      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078150      ,300533,0.90000004
1071,1071,1,C04  ,300533,2018,5100488777,1,9130078155      ,RE   ,6615.7002,2018-10-04 00:00:00,2018-10-04 00:00:00,6615.7002,9130078155      ,300533,1
1073,1073,1,C04  ,300533,2018,5100488779,1,9130078084      ,RE   ,2165.22,2018-10-04 00:00:00,2018-10-04 00:00:00,2165.22,9130078084      ,300533,1
1074,1074,1,C04  ,300533,2018,5100488780,1,9130078085      ,RE   ,5014.3301,2018-10-04 00:00:00,2018-10-04 00:00:00,5014.3301,9130078085      ,300533,1
1075,1074,0.90000004,C04  ,300533,2018,5100488781,1,9130078086      ,RE   ,5014.3301,2018-10-04 00:00:00,2018-10-04 00:00:00,5014.3301,9130078085      ,300533,0.90000004
1078,1074,0.90000004,C04  ,300533,2018,5100488785,1,9130078087      ,RE   ,5014.3301,2018-10-04 00:00:00,2018-10-04 00:00:00,5014.3301,9130078085      ,300533,0.90000004
1079,1079,1,C04  ,300533,2018,5100488787,1,9130078088      ,RE   ,3690.9199,2018-10-04 00:00:00,2018-10-04 00:00:00,3690.9199,9130078088      ,300533,1
1081,1079,0.90000004,C04  ,300533,2018,5100488790,1,9130078089      ,RE   ,3690.9199,2018-10-04 00:00:00,2018-10-04 00:00:00,3690.9199,9130078088      ,300533,0.90000004
1082,1082,1,C04  ,300533,2018,5100488791,1,9130078090      ,RE   ,3690.9199,2018-10-04 00:00:00,2018-10-04 00:00:00,3690.9199,9130078090      ,300533,1
1083,1083,1,C04  ,300533,2018,5100488792,1,9130078091      ,RE   ,5014.3301,2018-10-04 00:00:00,2018-10-04 00:00:00,5014.3301,9130078091      ,300533,1
1085,1083,0.90000004,C04  ,300533,2018,5100488794,1,9130078093      ,RE   ,5014.3301,2018-10-04 00:00:00,2018-10-04 00:00:00,5014.3301,9130078091      ,300533,0.90000004
1084,1083,0.90000004,C04  ,300533,2018,5100488793,1,9130078092      ,RE   ,5014.3301,2018-10-04 00:00:00,2018-10-04 00:00:00,5014.3301,9130078091      ,300533,0.90000004
1086,1086,1,C04  ,300533,2018,5100488795,1,9130078094      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078094      ,300533,1
1095,1086,0.90000004,C04  ,300533,2018,5100488804,1,9130078099      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078094      ,300533,0.90000004
1092,1086,0.90000004,C04  ,300533,2018,5100488801,1,9130078098      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078094      ,300533,0.90000004
1089,1086,0.90000004,C04  ,300533,2018,5100488798,1,9130078096      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078094      ,300533,0.90000004
1091,1086,0.90000004,C04  ,300533,2018,5100488800,1,9130078097      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078094      ,300533,0.90000004
1087,1086,0.90000004,C04  ,300533,2018,5100488796,1,9130078095      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078094      ,300533,0.90000004
1088,1088,1,C04  ,300533,2018,5100488797,1,9130078160      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078160      ,300533,1
1090,1090,1,C04  ,300533,2018,5100488799,1,9130078161      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078161      ,300533,1
1093,1093,1,C04  ,300533,2018,5100488802,1,9130078162      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078162      ,300533,1
1094,1094,1,C04  ,300533,2018,5100488803,1,9130078163      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078163      ,300533,1
1096,1096,1,C04  ,300533,2018,5100488805,1,9130078164      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078164      ,300533,1
1097,1097,1,C04  ,300533,2018,5100488806,1,9130078165      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078165      ,300533,1
1098,1098,1,C04  ,300533,2018,5100488807,1,9130078166      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078166      ,300533,1
1099,1099,1,C04  ,300533,2018,5100488808,1,9130078167      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078167      ,300533,1
1100,1100,1,C04  ,300533,2018,5100488809,1,9130078168      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078168      ,300533,1
1101,1101,1,C04  ,300533,2018,5100488876,1,9130078169      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078169      ,300533,1
1104,1104,1,C04  ,300533,2018,5100488879,1,9130078100      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078100      ,300533,1
1105,1104,0.90000004,C04  ,300533,2018,5100488880,1,9130078101      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078100      ,300533,0.90000004
1113,1104,0.90000004,C04  ,300533,2018,5100488888,1,9130078103      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078100      ,300533,0.90000004
1114,1104,0.90000004,C04  ,300533,2018,5100488889,1,9130078104      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078100      ,300533,0.90000004
1119,1104,0.90000004,C04  ,300533,2018,5100488903,1,9130078109      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078100      ,300533,0.90000004
1106,1104,0.90000004,C04  ,300533,2018,5100488881,1,9130078102      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078100      ,300533,0.90000004
1107,1107,1,C04  ,300533,2018,5100488882,1,9130078172      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078172      ,300533,1
1108,1108,1,C04  ,300533,2018,5100488883,1,9130078173      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078173      ,300533,1
1109,1109,1,C04  ,300533,2018,5100488884,1,9130078174      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078174      ,300533,1
1102,1109,0.90000004,C04  ,300533,2018,5100488877,1,9130078170      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078174      ,300533,0.90000004
1103,1109,0.90000004,C04  ,300533,2018,5100488878,1,9130078171      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078174      ,300533,0.90000004
1110,1109,0.90000004,C04  ,300533,2018,5100488885,1,9130078175      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078174      ,300533,0.90000004
1111,1111,1,C04  ,300533,2018,5100488886,1,9130078176      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078176      ,300533,1
1112,1112,1,C04  ,300533,2018,5100488887,1,9130078177      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078177      ,300533,1
1115,1115,1,C04  ,300533,2018,5100488890,1,9130078105      ,RE   ,3509.8999,2018-10-04 00:00:00,2018-10-04 00:00:00,3509.8999,9130078105      ,300533,1
1117,1115,0.90000004,C04  ,300533,2018,5100488900,1,9130078107      ,RE   ,3509.8999,2018-10-04 00:00:00,2018-10-04 00:00:00,3509.8999,9130078105      ,300533,0.90000004
1116,1115,0.90000004,C04  ,300533,2018,5100488894,1,9130078106      ,RE   ,3509.8999,2018-10-04 00:00:00,2018-10-04 00:00:00,3509.8999,9130078105      ,300533,0.90000004
1118,1115,0.90000004,C04  ,300533,2018,5100488902,1,9130078108      ,RE   ,3509.8999,2018-10-04 00:00:00,2018-10-04 00:00:00,3509.8999,9130078105      ,300533,0.90000004
1120,1120,1,C04  ,300533,2018,5100488904,1,9130078330      ,RE   ,7593.3501,2018-10-04 00:00:00,2018-10-04 00:00:00,7593.3501,9130078330      ,300533,1
1121,1121,1,C04  ,300533,2018,5100488905,1,9130078331      ,RE   ,3509.8999,2018-10-04 00:00:00,2018-10-04 00:00:00,3509.8999,9130078331      ,300533,1
1122,1121,0.89999998,C04  ,300533,2018,5100488906,1,9130078332      ,RE   ,3509.8999,2018-10-04 00:00:00,2018-10-04 00:00:00,3509.8999,9130078331      ,300533,0.89999998
1123,1123,1,C04  ,300533,2018,5100488907,1,9130078333      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078333      ,300533,1
1124,1123,0.89999998,C04  ,300533,2018,5100488908,1,9130078334      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078333      ,300533,0.89999998
1125,1123,0.89999998,C04  ,300533,2018,5100488909,1,9130078335      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078333      ,300533,0.89999998
1128,1123,0.89999998,C04  ,300533,2018,5100488913,1,9130078338      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078333      ,300533,0.89999998
1129,1123,0.89999998,C04  ,300533,2018,5100488914,1,9130078339      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078333      ,300533,0.89999998
1126,1126,1,C04  ,300533,2018,5100488910,1,9130078336      ,RE   ,2156,2018-10-04 00:00:00,2018-10-04 00:00:00,2156,9130078336      ,300533,1
1127,1126,0.89999998,C04  ,300533,2018,5100488933,1,9130078337      ,RE   ,2156,2018-10-04 00:00:00,2018-10-04 00:00:00,2156,9130078336      ,300533,0.89999998
1130,1130,1,C04  ,300533,2018,5100488915,1,9130078120      ,RE   ,5888.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,5888.3999,9130078120      ,300533,1
1132,1132,1,C04  ,300533,2018,5100488917,1,9130078122      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078122      ,300533,1
1133,1132,0.90000004,C04  ,300533,2018,5100488918,1,9130078123      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078122      ,300533,0.90000004
1131,1132,0.90000004,C04  ,300533,2018,5100488916,1,9130078121      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078122      ,300533,0.90000004
1045,1132,0.90000004,C04  ,300533,2018,5100488746,1,9130078129      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078122      ,300533,0.90000004
1136,1132,0.90000004,C04  ,300533,2018,5100488922,1,9130078126      ,RE   ,4704.3999,2018-10-04 00:00:00,2018-10-04 00:00:00,4704.3999,9130078122      ,300533,0.90000004
