_key_in,_key_out,_score,BUKRS,LIFNR,GJAHR,BELNR,BUZEI,XBLNR,BLART,DMBTR,BLDAT,BLDAT_clean,DMBTR_clean,XBLNR_clean,LIFNR_clean,_Similarity_XBLNR
844,844,1,C04  ,300533,2018,5100487949,1,9130077692      ,RE   ,1224.6,2018-09-27 00:00:00,2018-09-27 00:00:00,1224.6,9130077692      ,300533,1
845,845,1,C04  ,300533,2018,5100487953,1,9130077697      ,RE   ,4478.3501,2018-09-27 00:00:00,2018-09-27 00:00:00,4478.3501,9130077697      ,300533,1
846,846,1,C04  ,300533,2018,5100487957,1,9130077703      ,RE   ,2139.8,2018-09-27 00:00:00,2018-09-27 00:00:00,2139.8,9130077703      ,300533,1
847,847,1,C04  ,300533,2018,5100487962,1,9130077708      ,RE   ,298.79999,2018-09-27 00:00:00,2018-09-27 00:00:00,298.79999,9130077708      ,300533,1
848,848,1,C04  ,300533,2018,5100487964,1,9130077710      ,RE   ,298.79999,2018-09-27 00:00:00,2018-09-27 00:00:00,298.79999,9130077710      ,300533,1
849,849,1,C04  ,300533,2018,5100487965,1,9130077713      ,RE   ,1123.9,2018-09-27 00:00:00,2018-09-27 00:00:00,1123.9,9130077713      ,300533,1
850,850,1,C04  ,300533,2018,5100487972,1,9130077717      ,RE   ,2390.3999,2018-09-27 00:00:00,2018-09-27 00:00:00,2390.3999,9130077717      ,300533,1
851,851,1,C04  ,300533,2018,5100487973,1,9130077720      ,RE   ,1123.9,2018-09-27 00:00:00,2018-09-27 00:00:00,1123.9,9130077720      ,300533,1
852,852,1,C04  ,300533,2018,5100487975,1,9130077722      ,RE   ,298.79999,2018-09-27 00:00:00,2018-09-27 00:00:00,298.79999,9130077722      ,300533,1
853,853,1,C04  ,300533,2018,5100488339,1,9130077725      ,RE   ,597.59998,2018-09-27 00:00:00,2018-09-27 00:00:00,597.59998,9130077725      ,300533,1
854,854,1,C04  ,300533,2018,5100488124,1,9130077729      ,RE   ,597.59998,2018-09-27 00:00:00,2018-09-27 00:00:00,597.59998,9130077729      ,300533,1
855,855,1,C04  ,300533,2018,5100488126,1,9130077730      ,RE   ,597.59998,2018-09-27 00:00:00,2018-09-27 00:00:00,597.59998,9130077730      ,300533,1
856,856,1,C04  ,300533,2018,5100488128,1,9130077732      ,RE   ,597.59998,2018-09-27 00:00:00,2018-09-27 00:00:00,597.59998,9130077732      ,300533,1
858,856,0.90000004,C04  ,300533,2018,5100488131,1,9130077738      ,RE   ,597.59998,2018-09-27 00:00:00,2018-09-27 00:00:00,597.59998,9130077732      ,300533,0.90000004
857,857,1,C04  ,300533,2018,5100488130,1,9130077735      ,RE   ,597.59998,2018-09-27 00:00:00,2018-09-27 00:00:00,597.59998,9130077735      ,300533,1
859,859,1,C04  ,300533,2018,5100488133,1,9130077740      ,RE   ,597.59998,2018-09-27 00:00:00,2018-09-27 00:00:00,597.59998,9130077740      ,300533,1
860,860,1,C04  ,300533,2018,5100488136,1,9130077744      ,RE   ,1123.9,2018-09-27 00:00:00,2018-09-27 00:00:00,1123.9,9130077744      ,300533,1
861,861,1,C04  ,300533,2018,5100488141,1,9130077747      ,RE   ,1195.2,2018-09-27 00:00:00,2018-09-27 00:00:00,1195.2,9130077747      ,300533,1
862,862,1,C04  ,300533,2018,5100488145,1,9130077753      ,RE   ,5495.0498,2018-09-27 00:00:00,2018-09-27 00:00:00,5495.0498,9130077753      ,300533,1
863,863,1,C04  ,300533,2018,5100488151,1,9130077754      ,RE   ,561.59998,2018-09-27 00:00:00,2018-09-27 00:00:00,561.59998,9130077754      ,300533,1
864,864,1,C04  ,300533,2018,5100488155,1,9130077755      ,RE   ,597.59998,2018-09-27 00:00:00,2018-09-27 00:00:00,597.59998,9130077755      ,300533,1
865,865,1,C04  ,300533,2018,5100488158,1,9130077756      ,RE   ,2869.5,2018-09-27 00:00:00,2018-09-27 00:00:00,2869.5,9130077756      ,300533,1
866,866,1,C04  ,300533,2018,5100488159,1,9130077759      ,RE   ,28616.9,2018-09-27 00:00:00,2018-09-27 00:00:00,28616.9,9130077759      ,300533,1
867,867,1,C04  ,300533,2018,5100488160,1,9130077760      ,RE   ,5039.6499,2018-09-27 00:00:00,2018-09-27 00:00:00,5039.6499,9130077760      ,300533,1
868,868,1,C04  ,300533,2018,5100488161,1,9130077761      ,RE   ,1123.9,2018-09-27 00:00:00,2018-09-27 00:00:00,1123.9,9130077761      ,300533,1
869,868,0.90000004,C04  ,300533,2018,5100488162,1,9130077762      ,RE   ,1123.9,2018-09-27 00:00:00,2018-09-27 00:00:00,1123.9,9130077761      ,300533,0.90000004
874,868,0.90000004,C04  ,300533,2018,5100488171,1,9130077767      ,RE   ,1123.9,2018-09-27 00:00:00,2018-09-27 00:00:00,1123.9,9130077761      ,300533,0.90000004
870,870,1,C04  ,300533,2018,5100488164,1,9130077763      ,RE   ,5153.3999,2018-09-27 00:00:00,2018-09-27 00:00:00,5153.3999,9130077763      ,300533,1
871,871,1,C04  ,300533,2018,5100488165,1,9130077764      ,RE   ,597.59998,2018-09-27 00:00:00,2018-09-27 00:00:00,597.59998,9130077764      ,300533,1
876,871,0.90000004,C04  ,300533,2018,5100488177,1,9130077769      ,RE   ,597.59998,2018-09-27 00:00:00,2018-09-27 00:00:00,597.59998,9130077764      ,300533,0.90000004
872,872,1,C04  ,300533,2018,5100488166,1,9130077765      ,RE   ,1685.5,2018-09-27 00:00:00,2018-09-27 00:00:00,1685.5,9130077765      ,300533,1
873,872,0.90000004,C04  ,300533,2018,5100488169,1,9130077766      ,RE   ,1685.5,2018-09-27 00:00:00,2018-09-27 00:00:00,1685.5,9130077765      ,300533,0.90000004
875,875,1,C04  ,300533,2018,5100488172,1,9130077768      ,RE   ,94.050003,2018-09-27 00:00:00,2018-09-27 00:00:00,94.050003,9130077768      ,300533,1
877,877,1,C04  ,300533,2018,5100488183,1,9130077770      ,RE   ,1806.1,2018-09-27 00:00:00,2018-09-27 00:00:00,1806.1,9130077770      ,300533,1
878,878,1,C04  ,300533,2018,5100488191,1,9130077771      ,RE   ,597.59998,2018-09-27 00:00:00,2018-09-27 00:00:00,597.59998,9130077771      ,300533,1
881,878,0.90000004,C04  ,300533,2018,5100488202,1,9130077778      ,RE   ,597.59998,2018-09-27 00:00:00,2018-09-27 00:00:00,597.59998,9130077771      ,300533,0.90000004
879,879,1,C04  ,300533,2018,5100488193,1,9130077773      ,RE   ,5495.0498,2018-09-27 00:00:00,2018-09-27 00:00:00,5495.0498,9130077773      ,300533,1
880,880,1,C04  ,300533,2018,5100488194,1,9130077775      ,RE   ,94.050003,2018-09-27 00:00:00,2018-09-27 00:00:00,94.050003,9130077775      ,300533,1
882,882,1,C04  ,300533,2018,5100488205,1,9130077780      ,RE   ,1792.8,2018-09-27 00:00:00,2018-09-27 00:00:00,1792.8,9130077780      ,300533,1
883,883,1,C04  ,300533,2018,5100488207,1,9130077782      ,RE   ,597.59998,2018-09-27 00:00:00,2018-09-27 00:00:00,597.59998,9130077782      ,300533,1
886,883,0.90000004,C04  ,300533,2018,5100488233,1,9130077785      ,RE   ,597.59998,2018-09-27 00:00:00,2018-09-27 00:00:00,597.59998,9130077782      ,300533,0.90000004
884,884,1,C04  ,300533,2018,5100488209,1,9130077783      ,RE   ,1123.9,2018-09-27 00:00:00,2018-09-27 00:00:00,1123.9,9130077783      ,300533,1
885,885,1,C04  ,300533,2018,5100488210,1,9130077784      ,RE   ,1404.7,2018-09-27 00:00:00,2018-09-27 00:00:00,1404.7,9130077784      ,300533,1
887,887,1,C04  ,300533,2018,5100488212,1,9130077786      ,RE   ,2576.7,2018-09-27 00:00:00,2018-09-27 00:00:00,2576.7,9130077786      ,300533,1
888,888,1,C04  ,300533,2018,5100488213,1,9130077787      ,RE   ,5153.3999,2018-09-27 00:00:00,2018-09-27 00:00:00,5153.3999,9130077787      ,300533,1
889,888,0.90000004,C04  ,300533,2018,5100488216,1,9130077788      ,RE   ,5153.3999,2018-09-27 00:00:00,2018-09-27 00:00:00,5153.3999,9130077787      ,300533,0.90000004
890,890,1,C04  ,300533,2018,5100488221,1,9130077789      ,RE   ,2876,2018-09-27 00:00:00,2018-09-27 00:00:00,2876,9130077789      ,300533,1
891,891,1,C04  ,300533,2018,5100488222,1,9130077790      ,RE   ,1075.5,2018-09-27 00:00:00,2018-09-27 00:00:00,1075.5,9130077790      ,300533,1
892,892,1,C04  ,300533,2018,5100488224,1,9130077791      ,RE   ,5153.3999,2018-09-27 00:00:00,2018-09-27 00:00:00,5153.3999,9130077791      ,300533,1
893,893,1,C04  ,300533,2018,5100488225,1,9130077792      ,RE   ,1685.5,2018-09-27 00:00:00,2018-09-27 00:00:00,1685.5,9130077792      ,300533,1
894,894,1,C04  ,300533,2018,5100488228,1,9130077793      ,RE   ,7375.8999,2018-09-27 00:00:00,2018-09-27 00:00:00,7375.8999,9130077793      ,300533,1
895,895,1,C04  ,300533,2018,5100488247,1,9130077815      ,RE   ,6243,2018-09-27 00:00:00,2018-09-27 00:00:00,6243,9130077815      ,300533,1
896,895,0.90000004,C04  ,300533,2018,5100488248,1,9130077816      ,RE   ,6243,2018-09-27 00:00:00,2018-09-27 00:00:00,6243,9130077815      ,300533,0.90000004
897,895,0.90000004,C04  ,300533,2018,5100488249,1,9130077817      ,RE   ,6243,2018-09-27 00:00:00,2018-09-27 00:00:00,6243,9130077815      ,300533,0.90000004
898,895,0.90000004,C04  ,300533,2018,5100488250,1,9130077818      ,RE   ,6243,2018-09-27 00:00:00,2018-09-27 00:00:00,6243,9130077815      ,300533,0.90000004
899,899,1,C04  ,300533,2018,5100488251,1,9130077819      ,RE   ,2248.8999,2018-09-27 00:00:00,2018-09-27 00:00:00,2248.8999,9130077819      ,300533,1
900,900,1,C04  ,300533,2018,5100488252,1,9130077820      ,RE   ,2248.8999,2018-09-27 00:00:00,2018-09-27 00:00:00,2248.8999,9130077820      ,300533,1
901,901,1,C04  ,300533,2018,5100488253,1,9130077899      ,RE   ,5153.3999,2018-10-02 00:00:00,2018-10-02 00:00:00,5153.3999,9130077899      ,300533,1
902,902,1,C04  ,300533,2018,5100488254,1,9130077900      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077900      ,300533,1
903,903,1,C04  ,300533,2018,5100488255,1,9130077901      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077901      ,300533,1
904,904,1,C04  ,300533,2018,5100488256,1,9130077902      ,RE   ,18955.25,2018-10-02 00:00:00,2018-10-02 00:00:00,18955.25,9130077902      ,300533,1
905,905,1,C04  ,300533,2018,5100488257,1,9130077903      ,RE   ,5153.3999,2018-10-02 00:00:00,2018-10-02 00:00:00,5153.3999,9130077903      ,300533,1
906,906,1,C04  ,300533,2018,5100488258,1,9130077904      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077904      ,300533,1
907,907,1,C04  ,300533,2018,5100488259,1,9130077905      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077905      ,300533,1
908,908,1,C04  ,300533,2018,5100488260,1,9130077906      ,RE   ,736.20001,2018-10-02 00:00:00,2018-10-02 00:00:00,736.20001,9130077906      ,300533,1
909,909,1,C04  ,300533,2018,5100488261,1,9130077907      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077907      ,300533,1
910,910,1,C04  ,300533,2018,5100488262,1,9130077908      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077908      ,300533,1
911,911,1,C04  ,300533,2018,5100488263,1,9130077909      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077909      ,300533,1
912,912,1,C04  ,300533,2018,5100488264,1,9130077910      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077910      ,300533,1
913,913,1,C04  ,300533,2018,5100488265,1,9130077933      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077933      ,300533,1
914,914,1,C04  ,300533,2018,5100488266,1,9130077912      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077912      ,300533,1
915,915,1,C04  ,300533,2018,5100488267,1,9130077913      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077913      ,300533,1
916,916,1,C04  ,300533,2018,5100488268,1,9130077914      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077914      ,300533,1
917,917,1,C04  ,300533,2018,5100488269,1,9130077915      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077915      ,300533,1
918,918,1,C04  ,300533,2018,5100488270,1,9130077916      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077916      ,300533,1
919,919,1,C04  ,300533,2018,5100488271,1,9130077917      ,RE   ,2576.7,2018-10-02 00:00:00,2018-10-02 00:00:00,2576.7,9130077917      ,300533,1
920,920,1,C04  ,300533,2018,5100488272,1,9130077918      ,RE   ,5153.3999,2018-10-02 00:00:00,2018-10-02 00:00:00,5153.3999,9130077918      ,300533,1
921,921,1,C04  ,300533,2018,5100488273,1,9130077919      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077919      ,300533,1
922,922,1,C04  ,300533,2018,5100488274,1,9130077920      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077920      ,300533,1
923,922,0.90000004,C04  ,300533,2018,5100488275,1,9130077921      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077920      ,300533,0.90000004
925,922,0.90000004,C04  ,300533,2018,5100488277,1,9130077923      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077920      ,300533,0.90000004
926,922,0.90000004,C04  ,300533,2018,5100488278,1,9130077924      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077920      ,300533,0.90000004
924,924,1,C04  ,300533,2018,5100488276,1,9130077922      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077922      ,300533,1
927,927,1,C04  ,300533,2018,5100488279,1,9130077925      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077925      ,300533,1
928,928,1,C04  ,300533,2018,5100488280,1,9130077926      ,RE   ,1123.9,2018-10-02 00:00:00,2018-10-02 00:00:00,1123.9,9130077926      ,300533,1
929,928,0.90000004,C04  ,300533,2018,5100488281,1,9130077927      ,RE   ,1123.9,2018-10-02 00:00:00,2018-10-02 00:00:00,1123.9,9130077926      ,300533,0.90000004
930,930,1,C04  ,300533,2018,5100488282,1,9130077928      ,RE   ,2576.7,2018-10-02 00:00:00,2018-10-02 00:00:00,2576.7,9130077928      ,300533,1
931,931,1,C04  ,300533,2018,5100488283,1,9130077929      ,RE   ,3637.8,2018-10-02 00:00:00,2018-10-02 00:00:00,3637.8,9130077929      ,300533,1
932,932,1,C04  ,300533,2018,5100488285,1,9130077931      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077931      ,300533,1
933,933,1,C04  ,300533,2018,5100488286,1,9130077932      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077932      ,300533,1
934,934,1,C04  ,300533,2018,5100488287,1,9130077934      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077934      ,300533,1
935,935,1,C04  ,300533,2018,5100488288,1,9130077935      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077935      ,300533,1
936,936,1,C04  ,300533,2018,5100488289,1,9130077936      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077936      ,300533,1
937,937,1,C04  ,300533,2018,5100488290,1,9130077937      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077937      ,300533,1
938,938,1,C04  ,300533,2018,5100488291,1,9130077939      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077939      ,300533,1
939,939,1,C04  ,300533,2018,5100488292,1,9130077940      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077940      ,300533,1
941,941,1,C04  ,300533,2018,5100488294,1,9130077943      ,RE   ,1792.8,2018-10-02 00:00:00,2018-10-02 00:00:00,1792.8,9130077943      ,300533,1
942,942,1,C04  ,300533,2018,5100488295,1,9130077948      ,RE   ,7708.3999,2018-10-02 00:00:00,2018-10-02 00:00:00,7708.3999,9130077948      ,300533,1
943,943,1,C04  ,300533,2018,5100488296,1,9130077949      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077949      ,300533,1
940,943,0.90000004,C04  ,300533,2018,5100488293,1,9130077941      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077949      ,300533,0.90000004
944,944,1,C04  ,300533,2018,5100488297,1,9130077950      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077950      ,300533,1
946,944,0.90000004,C04  ,300533,2018,5100488299,1,9130077952      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077950      ,300533,0.90000004
945,944,0.90000004,C04  ,300533,2018,5100488298,1,9130077951      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077950      ,300533,0.90000004
947,947,1,C04  ,300533,2018,5100488300,1,9130077953      ,RE   ,1123.9,2018-10-02 00:00:00,2018-10-02 00:00:00,1123.9,9130077953      ,300533,1
948,948,1,C04  ,300533,2018,5100488301,1,9130077954      ,RE   ,1123.9,2018-10-02 00:00:00,2018-10-02 00:00:00,1123.9,9130077954      ,300533,1
949,949,1,C04  ,300533,2018,5100488302,1,9130077957      ,RE   ,1123.9,2018-10-02 00:00:00,2018-10-02 00:00:00,1123.9,9130077957      ,300533,1
950,950,1,C04  ,300533,2018,5100488303,1,9130077958      ,RE   ,1800,2018-10-02 00:00:00,2018-10-02 00:00:00,1800,9130077958      ,300533,1
951,951,1,C04  ,300533,2018,5100488304,1,9130077959      ,RE   ,1123.9,2018-10-02 00:00:00,2018-10-02 00:00:00,1123.9,9130077959      ,300533,1
952,952,1,C04  ,300533,2018,5100488305,1,9130077960      ,RE   ,1380.46,2018-10-02 00:00:00,2018-10-02 00:00:00,1380.46,9130077960      ,300533,1
953,953,1,C04  ,300533,2018,5100488306,1,9130077961      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077961      ,300533,1
954,953,0.90000004,C04  ,300533,2018,5100488307,1,9130077962      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077961      ,300533,0.90000004
955,953,0.90000004,C04  ,300533,2018,5100488308,1,9130077963      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130077961      ,300533,0.90000004
956,956,1,C04  ,300533,2018,5100488309,1,9130077964      ,RE   ,5010.25,2018-10-02 00:00:00,2018-10-02 00:00:00,5010.25,9130077964      ,300533,1
957,957,1,C04  ,300533,2018,5100488310,1,9130077965      ,RE   ,1123.9,2018-10-02 00:00:00,2018-10-02 00:00:00,1123.9,9130077965      ,300533,1
958,958,1,C04  ,300533,2018,5100488325,1,9130077966      ,RE   ,1123.9,2018-10-02 00:00:00,2018-10-02 00:00:00,1123.9,9130077966      ,300533,1
959,959,1,C04  ,300533,2018,5100488326,1,9130077967      ,RE   ,5153.3999,2018-10-02 00:00:00,2018-10-02 00:00:00,5153.3999,9130077967      ,300533,1
960,959,0.90000004,C04  ,300533,2018,5100488354,1,9130077968      ,RE   ,5153.3999,2018-10-02 00:00:00,2018-10-02 00:00:00,5153.3999,9130077967      ,300533,0.90000004
961,961,1,C04  ,300533,2018,5100488355,1,9130077969      ,RE   ,1123.9,2018-10-02 00:00:00,2018-10-02 00:00:00,1123.9,9130077969      ,300533,1
962,962,1,C04  ,300533,2018,5100488356,1,9130077955      ,RE   ,3327.4399,2018-10-02 00:00:00,2018-10-02 00:00:00,3327.4399,9130077955      ,300533,1
963,963,1,C04  ,300533,2018,5100488357,1,9130077989      ,RE   ,1685.5,2018-10-02 00:00:00,2018-10-02 00:00:00,1685.5,9130077989      ,300533,1
964,964,1,C04  ,300533,2018,5100488358,1,9130077990      ,RE   ,1123.9,2018-10-02 00:00:00,2018-10-02 00:00:00,1123.9,9130077990      ,300533,1
965,964,0.90000004,C04  ,300533,2018,5100488359,1,9130077991      ,RE   ,1123.9,2018-10-02 00:00:00,2018-10-02 00:00:00,1123.9,9130077990      ,300533,0.90000004
966,964,0.90000004,C04  ,300533,2018,5100488360,1,9130077992      ,RE   ,1123.9,2018-10-02 00:00:00,2018-10-02 00:00:00,1123.9,9130077990      ,300533,0.90000004
967,964,0.90000004,C04  ,300533,2018,5100488361,1,9130077993      ,RE   ,1123.9,2018-10-02 00:00:00,2018-10-02 00:00:00,1123.9,9130077990      ,300533,0.90000004
970,964,0.90000004,C04  ,300533,2018,5100488364,1,9130077996      ,RE   ,1123.9,2018-10-02 00:00:00,2018-10-02 00:00:00,1123.9,9130077990      ,300533,0.90000004
968,968,1,C04  ,300533,2018,5100488362,1,9130077994      ,RE   ,5153.3999,2018-10-02 00:00:00,2018-10-02 00:00:00,5153.3999,9130077994      ,300533,1
969,969,1,C04  ,300533,2018,5100488363,1,9130077995      ,RE   ,2808.7,2018-10-02 00:00:00,2018-10-02 00:00:00,2808.7,9130077995      ,300533,1
971,971,1,C04  ,300533,2018,5100488365,1,9130077997      ,RE   ,1380.46,2018-10-02 00:00:00,2018-10-02 00:00:00,1380.46,9130077997      ,300533,1
973,971,0.90000004,C04  ,300533,2018,5100488582,1,9130077999      ,RE   ,1380.46,2018-10-02 00:00:00,2018-10-02 00:00:00,1380.46,9130077997      ,300533,0.90000004
972,971,0.90000004,C04  ,300533,2018,5100488366,1,9130077998      ,RE   ,1380.46,2018-10-02 00:00:00,2018-10-02 00:00:00,1380.46,9130077997      ,300533,0.90000004
974,974,1,C04  ,300533,2018,5100488583,1,9130078000      ,RE   ,1380.46,2018-10-02 00:00:00,2018-10-02 00:00:00,1380.46,9130078000      ,300533,1
975,974,0.90000004,C04  ,300533,2018,5100488584,1,9130078001      ,RE   ,1380.46,2018-10-02 00:00:00,2018-10-02 00:00:00,1380.46,9130078000      ,300533,0.90000004
976,974,0.90000004,C04  ,300533,2018,5100488585,1,9130078002      ,RE   ,1380.46,2018-10-02 00:00:00,2018-10-02 00:00:00,1380.46,9130078000      ,300533,0.90000004
980,974,0.90000004,C04  ,300533,2018,5100488589,1,9130078006      ,RE   ,1380.46,2018-10-02 00:00:00,2018-10-02 00:00:00,1380.46,9130078000      ,300533,0.90000004
978,974,0.90000004,C04  ,300533,2018,5100488587,1,9130078004      ,RE   ,1380.46,2018-10-02 00:00:00,2018-10-02 00:00:00,1380.46,9130078000      ,300533,0.90000004
979,979,1,C04  ,300533,2018,5100488588,1,9130078005      ,RE   ,2760.9099,2018-10-02 00:00:00,2018-10-02 00:00:00,2760.9099,9130078005      ,300533,1
977,979,0.90000004,C04  ,300533,2018,5100488586,1,9130078003      ,RE   ,2760.9099,2018-10-02 00:00:00,2018-10-02 00:00:00,2760.9099,9130078005      ,300533,0.90000004
981,981,1,C04  ,300533,2018,5100488590,1,9130078007      ,RE   ,1123.9,2018-10-02 00:00:00,2018-10-02 00:00:00,1123.9,9130078007      ,300533,1
982,982,1,C04  ,300533,2018,5100488591,1,9130078008      ,RE   ,1195.2,2018-10-02 00:00:00,2018-10-02 00:00:00,1195.2,9130078008      ,300533,1
983,983,1,C04  ,300533,2018,5100488592,1,9130078009      ,RE   ,7484.2998,2018-10-02 00:00:00,2018-10-02 00:00:00,7484.2998,9130078009      ,300533,1
984,984,1,C04  ,300533,2018,5100488593,1,9130078010      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130078010      ,300533,1
986,984,0.90000004,C04  ,300533,2018,5100488595,1,9130078012      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130078010      ,300533,0.90000004
987,984,0.90000004,C04  ,300533,2018,5100488596,1,9130078013      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130078010      ,300533,0.90000004
985,985,1,C04  ,300533,2018,5100488594,1,9130078033      ,RE   ,597.59998,2018-10-02 00:00:00,2018-10-02 00:00:00,597.59998,9130078033      ,300533,1
988,988,1,C04  ,300533,2018,5100488597,1,9130078014      ,RE   ,1311.8,2018-10-02 00:00:00,2018-10-02 00:00:00,1311.8,9130078014      ,300533,1
992,988,0.90000004,C04  ,300533,2018,5100488601,1,9130078018      ,RE   ,1311.8,2018-10-02 00:00:00,2018-10-02 00:00:00,1311.8,9130078014      ,300533,0.90000004
989,989,1,C04  ,300533,2018,5100488598,1,9130078015      ,RE   ,33252.809,2018-10-02 00:00:00,2018-10-02 00:00:00,33252.809,9130078015      ,300533,1
990,990,1,C04  ,300533,2018,5100488599,1,9130078016      ,RE   ,10300.23,2018-10-02 00:00:00,2018-10-02 00:00:00,10300.23,9130078016      ,300533,1
991,991,1,C04  ,300533,2018,5100488600,1,9130078017      ,RE   ,4412.6499,2018-10-02 00:00:00,2018-10-02 00:00:00,4412.6499,9130078017      ,300533,1
993,993,1,C04  ,300533,2018,5100488668,1,9130078019      ,RE   ,1123.9,2018-10-02 00:00:00,2018-10-02 00:00:00,1123.9,9130078019      ,300533,1
994,994,1,C04  ,300533,2018,5100488671,1,9130078020      ,RE   ,3291.2,2018-10-02 00:00:00,2018-10-02 00:00:00,3291.2,9130078020      ,300533,1
995,995,1,C04  ,300533,2018,5100488675,1,9130078021      ,RE   ,1818.8,2018-10-02 00:00:00,2018-10-02 00:00:00,1818.8,9130078021      ,300533,1
996,996,1,C04  ,300533,2018,5100488680,1,9130078022      ,RE   ,3371.7,2018-10-02 00:00:00,2018-10-02 00:00:00,3371.7,9130078022      ,300533,1
997,997,1,C04  ,300533,2018,5100488681,1,9130078023      ,RE   ,7305,2018-10-02 00:00:00,2018-10-02 00:00:00,7305,9130078023      ,300533,1
998,998,1,C04  ,300533,2018,5100488683,1,9130078024      ,RE   ,31461.5,2018-10-02 00:00:00,2018-10-02 00:00:00,31461.5,9130078024      ,300533,1
999,999,1,C04  ,300533,2018,5100488684,1,9130078025      ,RE   ,2808.7,2018-10-02 00:00:00,2018-10-02 00:00:00,2808.7,9130078025      ,300533,1
1000,1000,1,C04  ,300533,2018,5100488685,1,9130078037      ,RE   ,4374.1001,2018-10-03 00:00:00,2018-10-03 00:00:00,4374.1001,9130078037      ,300533,1
1001,1001,1,C04  ,300533,2018,5100488686,1,9130078038      ,RE   ,3291.2,2018-10-03 00:00:00,2018-10-03 00:00:00,3291.2,9130078038      ,300533,1
1002,1002,1,C04  ,300533,2018,5100488688,1,9130078039      ,RE   ,1685.5,2018-10-03 00:00:00,2018-10-03 00:00:00,1685.5,9130078039      ,300533,1
1003,1003,1,C04  ,300533,2018,5100488689,1,9130078040      ,RE   ,94.050003,2018-10-03 00:00:00,2018-10-03 00:00:00,94.050003,9130078040      ,300533,1
1004,1004,1,C04  ,300533,2018,5100488691,1,9130078041      ,RE   ,1123.9,2018-10-03 00:00:00,2018-10-03 00:00:00,1123.9,9130078041      ,300533,1
